OBJECTID,ALC_Score,BLOS_SCORE,DEST_SCORE,INTER_SCORE,JOBS_SCORE,POP_SCORE,TRANSIT_SCORE,BIKE_SCORE
104714,3.5,0,0,2,0,0.5,0,1
104715,5,0,0,3,0,1,0,1
104716,5.8,1.8,0,2,0,1,0,1
104717,6.5,3,0,1,0,0.5,0,2
104718,5.8,1.8,0,2,0,1,0,1
104719,5.3,1.8,0,2,0,0.5,0,1
104720,10.9,2.4,0,7,0,0.5,0,1
104721,7.9,2.4,0,4,0,0.5,0,1
104722,10.4,2.4,0,6,0,1,0,1
104723,5,0,0,3,0,1,0,1
104724,11.2,2.4,0.8,6,0,1,0,1
104725,7.5,3,0,2,0,0.5,0,2
104726,11.4,2.4,0,8,0,1,0,1
104727,11.4,2.4,0,7,0,1,0,1
104728,12.2,2.4,0.8,7,0,1,0,1
104729,9.4,2.4,0,5,0,1,0,1
104730,12.4,2.4,0,8,0,1,0,1
104731,11,3,2,3,0,1,0,2
104732,10.5,3,2,3,0,0.5,0,2
104733,8.9,2.4,0,5,0,0.5,0,1
104734,9.8,3,0.8,3,0,1,0,2
104735,9.3,3,0.8,3,0,0.5,0,2
104736,8.5,3,0,3,0,0.5,0,2
104737,5,0,0,3,0,1,0,1
104738,4,0,0,2,0,1,0,1
104739,8,3,0,2,0,1,0,2
104740,10.2,2.4,0.8,5,0,1,0,1
104741,4.9,2.4,0,1,0,0.5,0,1
104742,13.8,2.4,2.4,7,0,1,0,1
104743,10.8,3,0.8,4,0,1,0,2
104744,10.3,3,0.8,4,0,0.5,0,2
104745,5.8,1.8,0,2,0,1,0,1
104746,4.3,1.8,0,1,0,0.5,0,1
104747,4.3,1.8,0,1,0,0.5,0,1
104748,5.4,2.4,0,1,0,1,0,1
104749,4.9,2.4,0,1,0,0.5,0,1
104750,12.2,2.4,0.8,7,0,1,0,1
104751,9.5,3,0,4,0,0.5,0,2
104752,5,0,0,3,0,1,0,1
104753,13.8,2.4,2.4,7,0,1,0,1
104754,11.4,2.4,0,7,0,1,0,1
104755,11.2,2.4,0.8,6,0,1,0,1
104756,9,3,0,3,0,1,0,2
104757,3,0,0,1,0,1,0,1
104758,12.8,2.4,2.4,6,0,1,0,1
104759,10.5,3,0,5,0,0.5,0,2
104760,6.4,2.4,0,2,0,1,0,1
104761,5.9,2.4,0,2,0,0.5,0,1
104762,10,3,0,4,0,1,0,2
104763,11.5,3,0,6,0,0.5,0,2
104764,5.4,2.4,0,1,0,1,0,1
104765,13.2,2.4,0.8,8,0,1,0,1
104766,12.2,2.4,0.8,7,0,1,0,1
104767,12,3,0,6,0,1,0,2
104768,5,0,0,3,0,1,0,1
104769,4.5,0,0,3,0,0.5,0,1
104770,8,0,0,2,0,2,0,4
104771,10.5,3,0,5,0,0.5,0,2
104772,11.8,2.4,4.4,3,0,1,0,1
104773,11,3,0,5,0,1,0,2
104774,4,0,0,2,0,1,0,1
104775,14.8,2.4,2.4,8,0,1,0,1
104776,7.4,2.4,0,3,0,1,0,1
104777,6.9,2.4,0,3,0,0.5,0,1
104778,7.2,1.8,2.4,1,0,1,0,1
104779,13.8,2.4,2.4,7,0,1,0,1
104780,11.5,3,0,6,0,0.5,0,2
104781,2,0,0,0,0,1,0,1
104782,4,0,0,2,0,1,0,1
104783,4,0,0,2,0,1,0,1
104784,8.4,2.4,0,4,0,1,0,1
104785,12.8,2.4,4.4,4,0,1,0,1
104786,4,0,0,2,0,1,0,1
104787,4.5,0,0,3,0,0.5,0,1
104788,3.5,0,0,2,0,0.5,0,1
104789,13.6,2.4,5.2,4,0,1,0,1
104790,12.4,2.4,0,8,0,1,0,1
104791,12.5,3,0,7,0,0.5,0,2
104792,12,3,0,6,0,1,0,2
104793,13.8,2.4,4.4,5,0,1,0,1
104794,2.5,0,0,1,0,0.5,0,1
104795,3.5,0,0,2,0,0.5,0,1
104796,14,2.4,1.6,8,0,1,0,1
104797,5,0,0,3,0,1,0,1
104798,5,0,0,3,0,1,0,1
104799,5,0,0,3,0,1,0,1
104800,8.4,2.4,0,4,0,1,0,1
104801,7.9,2.4,0,4,0,0.5,0,1
104802,5,0,0,3,0,1,0,1
104803,12,2.4,3.6,4,0,1,0,1
104804,13,2.4,3.6,5,0,1,0,1
104805,8.2,1.8,2.4,2,0,1,0,1
104806,3.5,0,0,2,0,0.5,0,1
104807,6.4,2.4,0,2,0,1,0,1
104808,13.5,3,0,8,0,0.5,0,2
104809,3.5,0,0,2,0,0.5,0,1
104810,14.4,2.4,6,4,0,1,0,1
104811,14.8,2.4,2.4,8,0,1,0,1
104812,2,0,0,0,0,1,0,1
104813,4.5,0,0,3,0,0.5,0,1
104814,5,0,0,3,0,1,0,1
104815,14,2.4,1.6,8,0,1,0,1
104816,14.8,2.4,2.4,8,0,1,0,1
104817,9.4,2.4,0,5,0,1,0,1
104818,2.5,0,0,1,0,0.5,0,1
104819,9.4,2.4,0,5,0,1,0,1
104820,15.8,2.4,2.4,9,0,1,0,1
104821,22.5,3,0,17,0,0.5,0,2
104822,23.5,3,0,18,0,0.5,0,2
104823,24.5,3,0,19,0,0.5,0,2
104824,25.5,3,0,20,0,0.5,0,2
104825,4,0,0,2,0,1,0,1
104826,14.6,2.4,5.2,5,0,1,0,1
104827,15.5,3,0,10,0,0.5,0,2
104828,13,3,0,7,0,1,0,2
104829,16.5,3,0,11,0,0.5,0,2
104830,17.5,3,0,12,0,0.5,0,2
104831,4.8,1.8,0,1,0,1,0,1
104832,18.5,3,0,13,0,0.5,0,2
104833,19.5,3,0,14,0,0.5,0,2
104834,20.5,3,0,15,0,0.5,0,2
104835,21.5,3,0,16,0,0.5,0,2
104836,24.1,3,1.6,17,0,0.5,0,2
104837,25.1,3,1.6,18,0,0.5,0,2
104838,26.1,3,1.6,19,0,0.5,0,2
104839,27.1,3,1.6,20,0,0.5,0,2
104840,28.1,3,1.6,21,0,0.5,0,2
104841,29.5,3,0,24,0,0.5,0,2
104842,16.6,3,1.6,9,0,1,0,2
104843,15,3,0,9,0,1,0,2
104844,14.5,3,0,9,0,0.5,0,2
104845,16.1,3,1.6,9,0,0.5,0,2
104846,17.1,3,1.6,10,0,0.5,0,2
104847,28.5,3,0,23,0,0.5,0,2
104848,27.5,3,0,22,0,0.5,0,2
104849,5,0,0,3,0,1,0,1
104850,5,0,0,3,0,1,0,1
104851,6.3,1.8,0,3,0,0.5,0,1
104852,10.1,2.4,1.2,5,0,0.5,0,1
104853,26.5,3,0,21,0,0.5,0,2
104854,5.5,3,0,0,0,0.5,0,2
104855,10.9,2.4,0,7,0,0.5,0,1
104856,14,3,0,8,0,1,0,2
104857,3.3,1.8,0,0,0,0.5,0,1
104858,4.3,1.8,0,1,0,0.5,0,1
104859,5,0,0,3,0,1,0,1
104860,9.2,1.8,2.4,3,0,1,0,1
104861,4.3,1.8,0,1,0,0.5,0,1
104862,8.4,2.4,0,4,0,1,0,1
104863,9.4,2.4,0,5,0,1,0,1
104864,15.4,2.4,6,5,0,1,0,1
104865,16.4,2.4,6,6,0,1,0,1
104866,10.4,2.4,0,6,0,1,0,1
104867,11.4,2.4,0,7,0,1,0,1
104868,12.4,2.4,0,8,0,1,0,1
104869,13.4,2.4,0,9,0,1,0,1
104870,8.9,2.4,0,5,0,0.5,0,1
104871,11.1,2.4,1.2,6,0,0.5,0,1
104872,9.9,2.4,0,6,0,0.5,0,1
104873,17.5,2.4,1.6,9,0,0.5,0,4
104874,19.5,2.4,1.6,11,0,0.5,0,4
104875,26.5,2.4,1.6,18,0,0.5,0,4
104876,27.5,2.4,1.6,19,0,0.5,0,4
104877,7.9,2.4,0,3,0,1.5,0,1
104878,15,2.4,1.6,9,0,1,0,1
104879,13.4,2.4,0,9,0,1,0,1
104880,12.4,2.4,0,8,0,1,0,1
104881,11.4,2.4,0,7,0,1,0,1
104882,12.8,2.4,2.4,6,0,1,0,1
104883,10.4,2.4,0,6,0,1,0,1
104884,15.6,2.4,5.2,6,0,1,0,1
104885,12.8,2.4,2.4,6,0,1,0,1
104886,10.4,2.4,0,6,0,1,0,1
104887,9.4,2.4,0,5,0,1,0,1
104888,15.9,2.4,0,9,0,0.5,0,4
104889,17.5,2.4,1.6,9,0,0.5,0,4
104890,18.5,2.4,1.6,10,0,0.5,0,4
104891,16.9,2.4,0,10,0,0.5,0,4
104892,18.5,2.4,1.6,10,0,0.5,0,4
104893,20.5,2.4,1.6,12,0,0.5,0,4
104894,21.5,2.4,1.6,13,0,0.5,0,4
104895,22.5,2.4,1.6,14,0,0.5,0,4
104896,23.5,2.4,1.6,15,0,0.5,0,4
104897,24.5,2.4,1.6,16,0,0.5,0,4
104898,25.5,2.4,1.6,17,0,0.5,0,4
104899,28.5,2.4,1.6,20,0,0.5,0,4
104900,31,2.4,1.6,22,0,1,0,4
104901,4.8,0,0.8,2,0,1,0,1
104902,15.8,2.4,2.4,6,0,1,0,4
104903,5,0,0,3,0,1,0,1
104904,5.8,1.8,0,2,0,1,0,1
104905,13.8,2.4,2.4,6,0,1,0,2
104906,14.3,2.4,2.4,6,0,1.5,0,2
104907,11.4,2.4,0,6,0,1,0,2
104908,12.4,2.4,0,5,0,1,0,4
104909,14.6,2.4,1.2,6,0,1,0,4
104910,13.8,1.8,0,10,0,1,0,1
104911,10.2,1.8,2.4,4,0,1,0,1
104912,16.6,2.4,5.2,6,0,1,0,2
104913,29,2.4,1.6,20,0,1,0,4
104914,30,2.4,1.6,21,0,1,0,4
104915,28,2.4,1.6,19,0,1,0,4
104916,33,2.4,1.6,24,0,1,0,4
104917,4.5,0,0,3,0,0.5,0,1
104918,14.8,0,8.8,4,0,1,0,1
104919,5.8,0,0.8,3,0,1,0,1
104920,16.4,2.4,6,5,0,1,0,2
104921,17,2.4,3.6,6,0,1,0,4
104922,19,2.4,1.6,10,0,1,0,4
104923,27,2.4,1.6,18,0,1,0,4
104924,29.4,2.4,0,22,0,1,0,4
104925,11.4,2.4,0,6,0,1,0,2
104926,17.4,2.4,0,10,0,1,0,4
104927,31.4,2.4,0,24,0,1,0,4
104928,6,0,0,1,0,1,0,4
104929,5.3,1.8,0,2,0,0.5,0,1
104930,13.5,2.4,1.6,6,0,1.5,0,2
104931,37.4,2.4,8,22,0,1,0,4
104932,11.8,1.8,4,4,0,1,0,1
104933,12.8,1.8,0,9,0,1,0,1
104934,5,0,0,3,0,1,0,1
104935,5,0,0,3,0,1,0,1
104936,5,0,0,3,0,1,0,1
104937,4,0,0,2,0,1,0,1
104938,17.2,0,11.2,4,0,1,0,1
104939,6.3,1.8,0,3,0,0.5,0,1
104940,8.2,0,3.2,3,0,1,0,1
104941,11.9,2.4,0,6,0,1.5,0,2
104942,20,2.4,1.6,11,0,1,0,4
104943,39,2.4,9.6,22,0,1,0,4
104944,32,2.4,1.6,23,0,1,0,4
104945,6.4,0,2.4,2,0,1,0,1
104946,5.3,1.8,0,2,0,0.5,0,1
104947,17.4,2.4,6,6,0,1,0,2
104948,18,2.4,3.6,7,0,1,0,4
104949,26,2.4,1.6,17,0,1,0,4
104950,30.4,2.4,0,23,0,1,0,4
104951,5.8,1.8,0,2,0,1,0,1
104952,6.4,2.4,0,2,0,1,0,1
104953,6.8,0,2.8,2,0,1,0,1
104954,5,0,0,3,0,1,0,1
104955,7.4,0,2.4,3,0,1,0,1
104956,14.4,2.4,0,9,0,1,0,2
104957,31,2.4,1.6,22,0,1,0,4
104958,11.8,1.8,0,8,0,1,0,1
104959,4.8,1.8,0,1,0,1,0,1
104960,20,2.4,1.6,11,0,1,0,4
104961,38,2.4,9.6,21,0,1,0,4
104962,6,0,0,4,0,1,0,1
104963,14.8,2.4,2.4,7,0,1,0,2
104964,30,2.4,1.6,21,0,1,0,4
104965,29.4,2.4,0,22,0,1,0,4
104966,12.4,2.4,0,7,0,1,0,2
104967,12.4,2.4,0,7,0,1,0,2
104968,18.4,2.4,0,11,0,1,0,4
104969,10.4,2.4,0,5,0,1,0,2
104970,11.4,2.4,0,6,0,1,0,2
104971,12.4,2.4,0,7,0,1,0,2
104972,13.4,2.4,0,8,0,1,0,2
104973,18.4,2.4,4,9,0,1,0,2
104974,37,2.4,9.6,20,0,1,0,4
104975,29,2.4,1.6,20,0,1,0,4
104976,38,2.4,9.6,21,0,1,0,4
104977,28.4,2.4,0,21,0,1,0,4
104978,18.2,0,11.2,5,0,1,0,1
104979,15.4,2.4,6,4,0,1,0,2
104980,17.6,2.4,5.2,7,0,1,0,2
104981,20,2.4,1.6,11,0,1,0,4
104982,10.8,1.8,0,7,0,1,0,1
104983,5,0,0,3,0,1,0,1
104984,4,0,0,2,0,1,0,1
104985,18.9,2.4,4,9,0,1.5,0,2
104986,14.4,2.4,0,9,0,1,0,2
104987,15.3,2.4,2.4,7,0,1.5,0,2
104988,37,2.4,9.6,20,0,1,0,4
104989,27.4,2.4,0,20,0,1,0,4
104990,20,2.4,1.6,11,0,1,0,4
104991,35,2.4,9.6,18,0,1,0,4
104992,28,2.4,1.6,19,0,1,0,4
104993,6.8,1.8,0,3,0,1,0,1
104994,5,0,0,3,0,1,0,1
104995,17.7,0,11.2,5,0,0.5,0,1
104996,8.9,2.4,0,4,0,1.5,0,1
104997,20,2.4,7.6,7,0,1,0,2
104998,18.4,2.4,6,7,0,1,0,2
104999,19.4,2.4,6,8,0,1,0,2
105000,3.5,0,0,2,0,0.5,0,1
105001,18.2,0,11.2,5,0,1,0,1
105002,15.8,2.4,2.4,8,0,1,0,2
105003,25,2.4,1.6,16,0,1,0,4
105004,36,2.4,9.6,19,0,1,0,4
105005,26.4,2.4,0,19,0,1,0,4
105006,4,0,0,2,0,1,0,1
105007,6.8,1.8,0,3,0,1,0,1
105008,14.8,2.4,4.4,5,0,1,0,2
105009,18,2.4,7.6,5,0,1,0,2
105010,14.4,2.4,0,7,0,1,0,4
105011,27,2.4,1.6,18,0,1,0,4
105012,4,0,0,2,0,1,0,1
105013,24,2.4,1.6,15,0,1,0,4
105014,25.4,2.4,0,18,0,1,0,4
105015,2.5,0,0,1,0,0.5,0,1
105016,4,0,0,2,0,1,0,1
105017,9.4,0,2.4,5,0,1,0,1
105018,15.5,2.4,1.6,8,0,1.5,0,2
105019,18.4,2.4,0,11,0,1,0,4
105020,23,2.4,1.6,14,0,1,0,4
105021,34,2.4,9.6,17,0,1,0,4
105022,35,2.4,9.6,18,0,1,0,4
105023,9.8,1.8,0,6,0,1,0,1
105024,3.8,1.8,0,0,0,1,0,1
105025,7.4,2.4,0,3,0,1,0,1
105026,13.4,2.4,4,4,0,1,0,2
105027,15,2.4,1.6,8,0,1,0,2
105028,16.299,2.4,2.4,8,0,1.5,0,2
105029,16.4,2.4,0,9,0,1,0,4
105030,17.4,2.4,0,10,0,1,0,4
105031,18.4,2.4,0,11,0,1,0,4
105032,19.4,2.4,0,12,0,1,0,4
105033,21,2.4,1.6,12,0,1,0,4
105034,19.4,2.4,0,12,0,1,0,4
105035,22,2.4,1.6,13,0,1,0,4
105036,4,0,0,2,0,1,0,1
105037,8.9,0,2.4,5,0,0.5,0,1
105038,17,2.4,3.6,8,0,1,0,2
105039,26,2.4,1.6,17,0,1,0,4
105040,26,2.4,1.6,17,0,1,0,4
105041,24.4,2.4,0,17,0,1,0,4
105042,12.8,1.8,4,5,0,1,0,1
105043,14.4,2.4,4,5,0,1,0,2
105044,16.4,2.4,6,5,0,1,0,2
105045,20.5,2.4,7.6,7,0,1.5,0,2
105046,16.5,2.4,1.6,9,0,1.5,0,2
105047,12.9,2.4,0,7,0,1.5,0,2
105048,18.6,2.4,5.2,8,0,1,0,2
105049,34,2.4,9.6,17,0,1,0,4
105050,28.6,2.4,13.2,8,0,1,0,4
105051,20.6,2.4,5.2,8,0,1,0,4
105052,19.6,2.4,5.2,7,0,1,0,4
105053,18,2.4,3.6,7,0,1,0,4
105054,21,2.4,1.6,12,0,1,0,4
105055,33,2.4,9.6,16,0,1,0,4
105056,15,2.4,1.6,8,0,1,0,2
105057,26.6,2.4,13.2,8,0,1,0,2
105058,12.9,2.4,0,6,0,0.5,0,4
105059,25,2.4,1.6,16,0,1,0,4
105060,25,2.4,1.6,16,0,1,0,4
105061,23.4,2.4,0,16,0,1,0,4
105062,3.5,0,0,2,0,0.5,0,1
105063,19.9,2.4,6,8,0,1.5,0,2
105064,17.5,2.4,3.6,8,0,1.5,0,2
105065,13.4,2.4,0,6,0,1,0,4
105066,33,2.4,9.6,16,0,1,0,4
105067,4,0,0,2,0,1,0,1
105068,7.8,0,2.8,3,0,1,0,1
105069,10.2,0,3.2,5,0,1,0,1
105070,14.5,2.4,1.6,7,0,1.5,0,2
105071,28.1,2.4,13.2,8,0,0.5,0,4
105072,14.4,2.4,0,7,0,1,0,4
105073,15.4,2.4,0,8,0,1,0,4
105074,17,2.4,1.6,8,0,1,0,4
105075,32,2.4,9.6,15,0,1,0,4
105076,8.8,1.8,0,5,0,1,0,1
105077,6,0,0,4,0,1,0,1
105078,6.5,0,0,5,0,0.5,0,1
105079,5.5,0,0,4,0,0.5,0,1
105080,4.5,0,0,3,0,0.5,0,1
105081,1.5,0,0,0,0,0.5,0,1
105082,22.4,2.4,0,15,0,1,0,4
105083,9.2,0,3.2,4,0,1,0,1
105084,3.3,1.8,0,0,0,0.5,0,1
105085,5.8,1.8,0,2,0,1,0,1
105086,6.8,1.8,0,3,0,1,0,1
105087,31.4,2.4,10,14,0,1,0,4
105088,5.5,0,0,4,0,0.5,0,1
105089,11.2,0,3.2,6,0,1,0,1
105090,10.4,0,2.4,6,0,1,0,1
105091,9.9,0,2.4,6,0,0.5,0,1
105092,7.8,1.8,0,4,0,1,0,1
105093,17.5,2.4,3.6,7,0,0.5,0,4
105094,31,2.4,9.6,14,0,1,0,4
105095,6,0,0,4,0,1,0,1
105096,7,0,0,5,0,1,0,1
105097,8.8,1.8,0,5,0,1,0,1
105098,7.8,1.8,0,4,0,1,0,1
105099,14.4,2.4,0,9,0,1,0,2
105100,19.1,2.4,5.2,7,0,0.5,0,4
105101,23,2.4,1.6,14,0,1,0,4
105102,21.4,2.4,0,14,0,1,0,4
105103,4,0,0,2,0,1,0,1
105104,4,0,0,2,0,1,0,1
105105,4,0,0,2,0,1,0,1
105106,8.8,1.8,0,5,0,1,0,1
105107,11.8,1.8,4,4,0,1,0,1
105108,9.9,2.4,0,5,0,1.5,0,1
105109,16,2.4,1.6,9,0,1,0,2
105110,14.4,2.4,0,9,0,1,0,2
105111,12.4,2.4,0,7,0,1,0,2
105112,20.1,2.4,5.2,8,0,0.5,0,4
105113,21,2.4,1.6,12,0,1,0,4
105114,30,2.4,9.6,13,0,1,0,4
105115,31,2.4,9.6,15,0,1,0,4
105116,31,2.4,9.6,14,0,1,0,4
105117,16.9,0,10.4,5,0,0.5,0,1
105118,17.4,0,10.4,5,0,1,0,1
105119,9.8,1.8,0,6,0,1,0,1
105120,4,0,0,2,0,1,0,1
105121,17.9,0,10.4,6,0,0.5,0,1
105122,9.4,2.4,0,5,0,1,0,1
105123,9.4,2.4,0,4,0,1,0,2
105124,18.9,2.4,6,7,0,1.5,0,2
105125,13.9,2.4,0,8,0,1.5,0,2
105126,15,2.4,1.6,8,0,1,0,2
105127,17.5,2.4,1.6,8,0,1.5,0,4
105128,21.6,2.4,3.2,11,0,1,0,4
105129,30.4,2.4,10,13,0,1,0,4
105130,22,2.4,1.6,13,0,1,0,4
105131,30,2.4,9.6,13,0,1,0,4
105132,20.4,2.4,0,13,0,1,0,4
105133,4,0,0,2,0,1,0,1
105134,4.5,0,0,3,0,0.5,0,1
105135,18.7,0,11.2,6,0,0.5,0,1
105136,17.7,0,11.2,5,0,0.5,0,1
105137,9.5,0,4,4,0,0.5,0,1
105138,8.5,0,4,3,0,0.5,0,1
105139,5.5,0,4,0,0,0.5,0,1
105140,7.3,1.8,4,0,0,0.5,0,1
105141,7.9,2.4,0,4,0,0.5,0,1
105142,8.4,2.4,0,4,0,1,0,1
105143,14,2.4,1.6,7,0,1,0,2
105144,12.4,2.4,0,7,0,1,0,2
105145,22.5,2.4,7.6,8,0,0.5,0,4
105146,16.5,2.4,1.6,8,0,0.5,0,4
105147,20,2.4,1.6,11,0,1,0,4
105148,29,2.4,9.6,12,0,1,0,4
105149,9.1,0,1.6,6,0,0.5,0,1
105150,8.1,0,1.6,5,0,0.5,0,1
105151,7.1,0,1.6,4,0,0.5,0,1
105152,17.1,2.4,3.2,8,0,1.5,0,2
105153,19.4,2.4,0,12,0,1,0,4
105154,7.8,1.8,0,4,0,1,0,1
105155,5.7,1.8,2.4,0,0,0.5,0,1
105156,15,2.4,1.6,8,0,1,0,2
105157,18,2.4,1.6,9,0,1,0,4
105158,29.4,2.4,10,12,0,1,0,4
105159,21,2.4,1.6,12,0,1,0,4
105160,29,2.4,9.6,12,0,1,0,4
105161,4,0,0,2,0,1,0,1
105162,7.3,1.8,4,0,0,0.5,0,1
105163,10.8,1.8,4,3,0,1,0,1
105164,11.8,1.8,4,4,0,1,0,1
105165,12.8,1.8,4,5,0,1,0,1
105166,11.2,1.8,2.4,5,0,1,0,1
105167,13.3,1.8,4,6,0,0.5,0,1
105168,13.8,1.8,4,6,0,1,0,1
105169,12.8,1.8,4,5,0,1,0,1
105170,15,2.4,1.6,8,0,1,0,2
105171,22,2.4,5.6,9,0,1,0,4
105172,18.4,2.4,0,11,0,1,0,4
105173,16.6,2.4,3.2,8,0,1,0,2
105174,28,2.4,9.6,11,0,1,0,4
105175,7.8,0,2.8,3,0,1,0,1
105176,2.5,0,0,1,0,0.5,0,1
105177,18.3,2.4,4.4,8,0,1.5,0,2
105178,13.9,2.4,0,7,0,0.5,0,4
105179,28.4,2.4,10,11,0,1,0,4
105180,30,2.4,11.6,11,0,1,0,4
105181,20,2.4,1.6,11,0,1,0,4
105182,10,0,0,5,0,1,0,4
105183,9.2,0,3.2,4,0,1,0,1
105184,17.8,2.4,4.4,8,0,1,0,2
105185,13.4,2.4,0,8,0,1,0,2
105186,29.6,2.4,11.2,11,0,1,0,4
105187,6.8,0,0.8,4,0,1,0,1
105188,12.9,2.4,4,5,0,0.5,0,1
105189,12.9,2.4,0,7,0,1.5,0,2
105190,29,2.4,15.6,8,0,1,0,2
105191,28,2.4,9.6,11,0,1,0,4
105192,27,2.4,9.6,10,0,1,0,4
105193,17.4,2.4,0,10,0,1,0,4
105194,7.3,2.4,2.4,0,0,0.5,0,2
105195,8.9,2.4,4,0,0,0.5,0,2
105196,9.4,2.4,4,0,0,1,0,2
105197,12.4,2.4,4,3,0,1,0,2
105198,13.9,2.4,0,8,0,1.5,0,2
105199,15.9,2.4,0,8,0,1.5,0,4
105200,22.3,2.4,6.4,8,0,1.5,0,4
105201,19,2.4,1.6,10,0,1,0,4
105202,6.4,0,0.4,4,0,1,0,1
105203,18.2,0,11.2,5,0,1,0,1
105204,19.2,0,11.2,6,0,1,0,1
105205,13.4,2.4,4,4,0,1,0,2
105206,11.9,2.4,0,6,0,1.5,0,2
105207,16.1,2.4,3.2,7,0,1.5,0,2
105208,19.3,2.4,4.4,9,0,1.5,0,2
105209,18.8,2.4,4.4,9,0,1,0,2
105210,16.8,2.4,2.4,9,0,1,0,2
105211,22.8,2.4,6.4,9,0,1,0,4
105212,20,2.4,1.6,11,0,1,0,4
105213,21,2.4,1.6,12,0,1,0,4
105214,5.8,1.8,0,2,0,1,0,1
105215,4,0,0,2,0,1,0,1
105216,6,0,0,4,0,1,0,1
105217,14.5,2.4,1.6,7,0,1.5,0,2
105218,30.5,2.4,15.6,8,0,0.5,0,4
105219,14.9,2.4,0,7,0,1.5,0,4
105220,19,2.4,1.6,10,0,1,0,4
105221,27.4,2.4,10,10,0,1,0,4
105222,7,0,0,2,0,1,0,4
105223,8,0,0,3,0,1,0,4
105224,5.5,0,0,4,0,0.5,0,1
105225,6,0,0,4,0,1,0,1
105226,14.9,2.4,4,6,0,0.5,0,2
105227,15.4,2.4,4,6,0,1,0,2
105228,14.4,2.4,4,5,0,1,0,2
105229,27.4,2.4,10,10,0,1,0,4
105230,8,0,0,6,0,1,0,1
105231,9.4,0,2.4,5,0,1,0,1
105232,5,0,0,3,0,1,0,1
105233,16.1,2.4,3.2,7,0,1.5,0,2
105234,15.5,2.4,1.6,8,0,1.5,0,2
105235,26.8,2.4,12.4,9,0,1,0,2
105236,14.9,2.4,0,8,0,0.5,0,4
105237,16.4,2.4,0,9,0,1,0,4
105238,9,0,0,4,0,1,0,4
105239,31.5,2.4,15.6,9,0,0.5,0,4
105240,21,2.4,1.6,12,0,1,0,4
105241,20,2.4,1.6,11,0,1,0,4
105242,19,2.4,1.6,10,0,1,0,4
105243,19.4,2.4,2,10,0,1,0,4
105244,29,2.4,11.6,10,0,1,0,4
105245,9,0,0,4,0,1,0,4
105246,8,0,0,3,0,1,0,4
105247,5.5,0,0,4,0,0.5,0,1
105248,5,0,0,3,0,1,0,1
105249,14.9,2.4,4,6,0,0.5,0,2
105250,15,2.4,1.6,8,0,1,0,2
105251,24.4,2.4,8,9,0,1,0,4
105252,25.4,2.4,8,10,0,1,0,4
105253,26.4,2.4,8,11,0,1,0,4
105254,21.6,2.4,3.2,11,0,1,0,4
105255,22.6,2.4,3.2,12,0,1,0,4
105256,22.6,2.4,3.2,12,0,1,0,4
105257,26.4,2.4,10,9,0,1,0,4
105258,4.5,0,0,3,0,0.5,0,1
105259,5,0,0,3,0,1,0,1
105260,19,2.4,7.6,6,0,1,0,2
105261,14,2.4,1.6,7,0,1,0,2
105262,22.6,2.4,3.2,12,0,1,0,4
105263,28.4,2.4,14,9,0,1,0,2
105264,15.9,2.4,0,9,0,0.5,0,4
105265,7,0,0,5,0,1,0,1
105266,10.9,2.4,0,6,0,0.5,0,2
105267,9.9,2.4,0,5,0,0.5,0,2
105268,8.9,2.4,0,5,0,0.5,0,1
105269,21.8,2.4,10.4,6,0,1,0,2
105270,18.6,2.4,7.2,6,0,1,0,2
105271,19.5,2.4,7.6,6,0,1.5,0,2
105272,28.9,2.4,14,9,0,1.5,0,2
105273,18.3,2.4,2.4,8,0,1.5,0,4
105274,5.5,0,0,4,0,0.5,0,1
105275,7,0,0,5,0,1,0,1
105276,7,0,0,5,0,1,0,1
105277,8.5,0,0,7,0,0.5,0,1
105278,15.4,2.4,4,6,0,1,0,2
105279,19.1,2.4,7.2,6,0,1.5,0,2
105280,15.1,2.4,3.2,6,0,1.5,0,2
105281,15.6,2.4,3.2,7,0,1,0,2
105282,19.3,2.4,4.4,9,0,1.5,0,2
105283,27.3,2.4,12.4,9,0,1.5,0,2
105284,35,3,14,9,0,1,0,8
105285,15.4,2.4,0,8,0,1,0,4
105286,22.3,2.4,6.4,8,0,1.5,0,4
105287,21.6,2.4,3.2,11,0,1,0,4
105288,15,0,8,5,0,1,0,1
105289,7.2,0,1.2,4,0,1,0,1
105290,16.9,2.4,2,9,0,1.5,0,2
105291,29.9,2.4,14,9,0,0.5,0,4
105292,25.2,2.4,4.8,13,0,1,0,4
105293,23.4,2.4,4,12,0,1,0,4
105294,22.4,2.4,4,11,0,1,0,4
105295,29.6,2.4,11.2,11,0,1,0,4
105296,28.6,2.4,11.2,10,0,1,0,4
105297,29,2.4,11.6,10,0,1,0,4
105298,4.5,0,0,3,0,0.5,0,1
105299,30.4,2.4,14,9,0,1,0,4
105300,15.9,2.4,0,8,0,1.5,0,4
105301,17.5,2.4,1.6,8,0,1.5,0,4
105302,24.4,2.4,4,13,0,1,0,4
105303,25.4,2.4,10,8,0,1,0,4
105304,2.5,0,0,1,0,0.5,0,1
105305,17.8,2.4,6.4,6,0,1,0,2
105306,23.3,2.4,6.4,9,0,1.5,0,4
105307,26.9,2.4,8,11,0,1.5,0,4
105308,22.9,2.4,4,11,0,1.5,0,4
105309,23.6,2.4,3.2,13,0,1,0,4
